=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
GEELY                | COOLRAY                        | LB3762K22RX514706   
GEELY                | COOLRAY                        | LB3762KZ6SX500720   
GEELY                | COOLRAY                        | LB3762KZ9SX513865   
SKODA                | OCTAVIA                        | TMBAU7NX2PY148962   
SKODA                | OCTAVIA                        | TMBAC6NE8G0010076   
MERCEDES BENZ        | CLA250                         | W1K5J4HB6RN456347   
MERCEDES BENZ        | CLS350                         | WDD2J5AB7KA00713I   
MERCEDES BENZ        | CLA250                         | WDD5J4GB0LN040092   
KIA                  | K3                             | KNAF241BEMA911038   
NISSAN               | 2400                           | JN6DD23YX5X036504   
KIA                  | K3                             | KNAF4517GKA030844   
MERCEDES BENZ        | CLA250                         | W1K5J4GBXPN336484   
MERCEDES BENZ        | CLS350                         | WDD2193561A110300   
GEELY                | COOLRAY                        | LB3762KZ5TX504999   
NISSAN               | 2400                           | 3N6DD2ET7DK057358   
Geely                | COOLRAY                        | LB3762KZ2SX514789   
MERCEDES BENZ        | CLS350                         | WDD2193561A035572   
MERCEDES BENZ        | CLS350                         | WDDLJ5KBXCA036921   
LEXUS                | GS350                          | JTHFZ1CL9LA012561   
SKODA                | OCTAVIA                        | TMBAC6NE3F0033294   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB9LN089256   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB7RN435877   
MERCEDES BENZ        | CLA250                         | WDD3F4GB0KJ066402   
SKODA                | OCTAVIA                        | TMBAC7NX8RY073447   
SKODA                | OCTAVIA                        | TMBAC7NX1PY068314   
KIA                  | K3                             | KNAFK412BJA790916   
SKODA                | OCTAVIA                        | TMBAC4NX3NY119033   
NISSAN               | 2400                           | MNTDD22Y8A6000016   
KIA                  | K3                             | KNAFJ412BHA690054   
SKODA                | OCTAVIA                        | TMBANGNE5K0076264   
MERCEDES BENZ        | CLS350                         | W1K2J5AB1NA100277   
GEELY                | COOLRAY                        | LB3762KZ3RX514908   
MERCEDES BENZ        | CLS350                         | WDD2193561A034711   
Geely                | COOLRAY                        | LB37622Z4SX616269   
SKODA                | OCTAVIA                        | TMBAC6NE2K0214655   
SKODA                | OCTAVIA                        | TMBAN4NE5H0138548   
SKODA                | OCTAVIA                        | TMBAC4NXXNY110393   
SKODA                | OCTAVIA                        | TMBAU7NX1NY103010   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB0SN495196   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB2MN167068   
SKODA                | OCTAVIA                        | TMBHE01U712502161   
LEXUS                | GS350                          | JTHCE96S780013995   
KIA                  | K3                             | KNAFJ412BGA944351   
LEXUS                | GS350                          | JTHBE1BL2D5007613   
LEXUS                | GS350                          | JTHBE1BL4FA016856   
LEXUS                | GS350                          | JTHBZ1BLXLA020362   
LEXUS                | GS350                          | JTHCE1KS8B0029105   
LEXUS                | GS350                          | JTHBZ1BL0JA016897   
LEXUS                | GS350                          | JTHBZ1BL0HA008485   
SKODA                | OCTAVIA                        | TMBCA41Z6C2120800   
SKODA                | OCTAVIA                        | TMBAC4NX9MY119973   
LEXUS                | GS350                          | JTHBE96S170011914   
FORD                 | ECOSPORT                       | MAJFK1BZXNAG56531   
MERCEDES BENZ        | CLS350                         | W1K2J5AB0MA090114   
SKODA                | OCTAVIA                        | TMBAC4NX7NY109184   
SKODA                | OCTAVIA                        | TMBCA41ZXD2006770   
MERCEDES BENZ        | CLS350                         | W1K2J5AB8PA119735   
KIA                  | K3                             | KNAF141BEKA820256   
MERCEDES BENZ        | CLA250                         | W1K5J4GB7RN443916   
MERCEDES BENZ        | CLS350                         | W1K2J5AB3PA109811   
MERCEDES BENZ        | CLA250                         | WDD5J4GB6LN040601   
BMW                  | 520i                           | WMWYZ9A07L3L10366   
MERCEDES BENZ        | CLS350                         | WDD2193561A028768   
LEXUS                | GS350                          | JTHCE1KSXA0025216   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB4JN640579   
MERCEDES BENZ        | CLS350                         | WDD2193561A125980   
MERCEDES BENZ        | CLS350                         | W1K2J5AB9NA098827   
LEXUS                | GS350                          | JTHBE1BL3C5004637   
MERCEDES BENZ        | CLS350                         | WDDLJ5KB1DA080503   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB0FN182272   
SKODA                | OCTAVIA                        | TMBHD11Z682233651   
SKODA                | OCTAVIA                        | TMBBA41Z9A2019310   
LEXUS                | GS350                          | JTHBE1BL1D5020756   
LEXUS                | GS350                          | JTHBE96S580031455   
MERCEDES BENZ        | CLS350                         | WDD2193561A014325   
MERCEDES BENZ        | CLA250                         | WDDSJ4EB7EN107229   
MERCEDES BENZ        | CLS350                         | W1K2J5AB6LA075339   
FORD                 | ECOSPORT                       | MAJ3S2FE6MC439395   
MERCEDES BENZ        | CLA250                         | W1K5J4GB1PN338575   
MERCEDES BENZ        | CLA250                         | W1K5J4HB6MN162858   
MERCEDES BENZ        | CLS350                         | W1K2J5AB5NA103277   
KIA                  | K3                             | KNAF4517GPA160926   
KIA                  | K3                             | KNAFX412BGA942504   
LEXUS                | GS350                          | JTHEZ1CLXLA012550   
MERCEDES-BENZ        | CLS350                         | W1K2J5AB3NA101088   
MERCEDES-BENZ        | CLA250                         | W1K5J4HB0PN359836   
MERCEDES BENZ        | CLS350                         | WDD2193561A158123   
MERCEDES BENZ        | CLA250                         | W1K5J4HB9SN534013   
FORD                 | BRONCO                         | 1FMDU15N2HLA02662   
KIA                  | K3                             | KNAF241BEKA816598   
MERCEDES BENZ        | CLS350                         | W1K2J5AB1MA092972   
MERCEDES BENZ        | CLS350                         | W1K2J5AB9NA096964   
MERCEDES BENZ        | CLS350                         | WDD2183591A098945   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB5JN556559   
MERCEDES BENZ        | CLA250                         | W1K5J4GB3MN224573   
LEXUS                | GS350                          | JTHBE1BL1D5005450   
LEXUS                | GS350                          | JTHBE5BL2C5002479   
LEXUS                | GS350                          | JTHBE96S290046609   
MERCEDES BENZ        | CLA250                         | WDDSJ4EB3EN150157   
MERCEDES BENZ        | CLA250                         | WDDSJ4GB4GN324205   
MERCEDES BENZ        | CLS350                         | WDD2J5AB3KA023410   
LEXUS                | GS350                          | JTHCZ1BLXGA003054   
LEXUS                | GS350                          | JTHBE1KS5B0051512   
SKODA                | OCTAVIA                        | TMBAN4NE6H0141068   
MERCEDES BENZ        | CLS350                         | WDD2193561A122506   
MERCEDES BENZ        | CLA250                         | WDDSJ4EB3GN387136   
LEXUS                | GS350                          | JTHBE96SX70016934   
MERCEDES BENZ        | CLS350                         | WDDLJ5KB0CA020548   
MERCEDES BENZ        | CLA250                         | WDDSJ4EB1FN188116   
NISSAN               | 2400                           | JN6BD23S51X082867   
GEELY                | COOLRAY                        | LB3762KZ9RX506571   
NISSAN               | 2400                           | JN6BD23S01X083733   
MERCEDES BENZ        | CLA250                         | WDD5J4GB0LN025611   
NISSAN               | 2400                           | JNCUYD1H49A510276   
MERCEDES BENZ        | CLA250                         | W1K5J4GB8NN299285   
SKODA                | OCTAVIA                        | TMBAC4NX8NY044149   
SKODA                | OCTAVIA                        | TMBAN4NE6H0139451   
SKODA                | OCTAVIA                        | TMBAC4NE6G0213181   
BMW                  | 520i                           | WBA11FJ07RCR12510   
MERCEDES BENZ        | CLS350                         | W1K2J5AB0MA090114   
NISSAN               | 2400                           | 3N6DD2ET2DK049409   
SKODA                | OCTAVIA                        | TMBAC4NX2PY101223   
KIA                  | K3                             | KNAFK412BFA929257   
BMW                  | 520i                           | WBA11FJ05RCP47976   
SKODA                | OCTAVIA                        | TMBAN6NE6L0061709   
SKODA                | OCTAVIA                        | TMBAC6NE5F0006663   
SKODA                | OCTAVIA                        | TMBAN4NE0H0138537   
LEXUS                | GS350                          | JTHFZ1CL4LA012743   
MERCEDES BENZ        | CLS350                         | WDDDJ5GB6AA162963   
SKODA                | OCTAVIA                        | TMBAC6NE5E0112951   
SKODA                | OCTAVIA                        | TMBJA41Z772103114   
SKODA                | OCTAVIA                        | TMBAC4NX4NY091324   
BMW                  | 530I                           | WBA51BH03NCH19073   
BMW                  | 530I                           | WBA41FJ02SCT20600   
PEUGEOT              | BOXER                          | VR3E1NFJ4NJ519522   
TESLA                | MODEL X                        | 5YJXCCE27JF082152   
BMW                  | 530I                           | WBAFR1101CC858663   
Tesla                | MODEL X                        | 5YJXCCE46LF286638   
MASERATI             | QUATTROPORTE                   | ZAMKM45B000054349   
MASERATI             | QUATTROPORTE                   | ZAMYP56F1N1383466   
MASERATI             | QUATTROPORTE                   | ZAMYP56F3J1268099   
BMW                  | 530I                           | WBA51BH03MWX07385   
BMW                  | 530I                           | WBA71BH05MWX02312   
Nissan               | Maxima                         | 1N4AA6AP6JC384856   
BMW                  | 530I                           | WBA41FJ03SCT48194   
BMW                  | 320i                           | WBA5N6104ED088394   
MASERATI             | QUATTROPORTE                   | ZAMFK39F4C0062885   
MASERATI             | QUATTROPORTE                   | ZAMXP56F5H1215118   
MASERATI             | QUATTROPORTE                   | ZAMXP56F9L1340924   
